,xmin,ymin,xmax,ymax
1960,4800,5400,14400,15000
1961,5100,8400,14700,18000
1962,600,5400,10200,15000
1963,4500,6000,14100,15600
1964,2100,2100,11700,11700
1965,9300,3600,18900,13200
1966,3600,1800,13200,11400
1967,8100,2400,17700,12000
1968,2100,2700,11700,12300
1969,3900,2700,13500,12300
1970,5100,4200,14700,13800
1971,3900,5400,13500,15000
1972,6000,9600,15600,19200
1973,5700,6000,15300,15600
1974,1200,4800,10800,14400
1975,300,0,9900,9600
1976,3000,2400,12600,12000
1977,5400,6300,15000,15900
1978,6600,9600,16200,19200
1979,0,3600,9600,13200
1980,600,5400,10200,15000
1981,8100,8400,17700,18000
1982,600,7200,10200,16800
1983,1800,9000,11400,18600
1984,3300,6900,12900,16500
1985,9000,8700,18600,18300
1986,2700,9000,12300,18600
1987,5100,0,14700,9600
1988,1800,600,11400,10200
1989,2400,8100,12000,17700
1990,300,9000,9900,18600
1991,7500,5400,17100,15000
1992,9300,1200,18900,10800
1993,5700,6600,15300,16200
1994,1200,2100,10800,11700
1995,300,2400,9900,12000
1996,5700,1500,15300,11100
1997,1800,4800,11400,14400
1998,4500,900,14100,10500
1999,5700,9600,15300,19200
2000,9600,4200,19200,13800
2001,6000,8400,15600,18000
2002,3000,3900,12600,13500
2003,4500,6300,14100,15900
2004,7800,3000,17400,12600
2005,7800,6300,17400,15900
2006,3900,7200,13500,16800
2007,6000,3300,15600,12900
2008,3900,600,13500,10200
2009,0,4200,9600,13800
2010,2100,2700,11700,12300
2011,8400,7800,18000,17400
2012,2100,1500,11700,11100
2013,8700,6000,18300,15600
2014,2400,6900,12000,16500
2015,8100,6600,17700,16200
2016,6600,7200,16200,16800
2017,3900,4200,13500,13800
2018,9600,4200,19200,13800
2019,8400,600,18000,10200
2020,2400,7200,12000,16800
2021,900,4200,10500,13800
2022,6600,3000,16200,12600
2023,6900,5700,16500,15300
2024,2700,2100,12300,11700
2025,5400,4500,15000,14100
2026,3300,5400,12900,15000
2027,5100,8100,14700,17700
2028,8700,5100,18300,14700
2029,5100,1200,14700,10800
2030,2700,9000,12300,18600
2031,8400,5100,18000,14700
2032,8100,1200,17700,10800
2033,900,9300,10500,18900
2034,600,9000,10200,18600
2035,2700,9300,12300,18900
2036,9000,6900,18600,16500
2037,7200,2400,16800,12000
2038,8100,9300,17700,18900
2039,1500,3900,11100,13500
2040,1500,300,11100,9900
2041,1500,7800,11100,17400
2042,1200,0,10800,9600
2043,4800,6600,14400,16200
2044,4200,9000,13800,18600
2045,600,600,10200,10200
2046,1800,1500,11400,11100
2047,1500,2100,11100,11700
2048,6900,7800,16500,17400
2049,600,0,10200,9600
2050,9300,300,18900,9900
2051,8700,2100,18300,11700
2052,8700,7500,18300,17100
2053,9300,5700,18900,15300
2054,1500,4800,11100,14400
2055,300,5100,9900,14700
2056,3300,7200,12900,16800
2057,4200,8100,13800,17700
2058,2700,300,12300,9900
2059,7500,7800,17100,17400
2060,3900,9000,13500,18600
2061,2100,4800,11700,14400
2062,2400,3900,12000,13500
2063,9300,9600,18900,19200
2064,2400,3300,12000,12900
2065,3300,7200,12900,16800
2066,2700,9000,12300,18600
2067,0,5700,9600,15300
2068,900,5400,10500,15000
2069,2700,2400,12300,12000
2070,6000,7800,15600,17400
2071,300,7800,9900,17400
2072,1800,9600,11400,19200
2073,7500,1800,17100,11400
2074,900,3900,10500,13500
2075,7200,7200,16800,16800
2076,9600,3300,19200,12900
2077,9300,3900,18900,13500
2078,1200,6000,10800,15600
2079,9300,300,18900,9900
2080,7800,6300,17400,15900
2081,1800,600,11400,10200
2082,4200,8100,13800,17700
2083,5100,8400,14700,18000
2084,5700,0,15300,9600
2085,600,300,10200,9900
2086,9600,8400,19200,18000
2087,2700,3900,12300,13500
2088,5700,6000,15300,15600
2089,600,600,10200,10200
2090,8700,3900,18300,13500
2091,3000,1500,12600,11100
2092,0,9000,9600,18600
2093,5700,8700,15300,18300
2094,3000,9300,12600,18900
2095,7200,9300,16800,18900
2096,7800,1200,17400,10800
2097,3600,2700,13200,12300
2098,5400,5100,15000,14700
2099,8400,6600,18000,16200
2100,8700,2700,18300,12300
2101,1200,9000,10800,18600
2102,8100,3300,17700,12900
2103,4800,3900,14400,13500
2104,6000,1500,15600,11100
2105,1800,3600,11400,13200
2106,4200,9000,13800,18600
2107,900,5700,10500,15300
2108,3600,8100,13200,17700
2109,9000,8100,18600,17700
2110,2100,7200,11700,16800
2111,300,3000,9900,12600
2112,6000,8100,15600,17700
2113,900,5400,10500,15000
2114,3600,4500,13200,14100
2115,2700,8400,12300,18000
2116,7500,600,17100,10200
2117,0,6900,9600,16500
2118,300,1200,9900,10800
2119,3000,9600,12600,19200
2120,9600,7800,19200,17400
2121,1800,5400,11400,15000
2122,4500,6300,14100,15900
2123,8700,5400,18300,15000
2124,5400,1500,15000,11100
2125,0,3600,9600,13200
2126,600,4800,10200,14400
2127,8400,6900,18000,16500
2128,900,1500,10500,11100
2129,4200,600,13800,10200
2130,900,6900,10500,16500
2131,1200,6000,10800,15600
2132,1500,6900,11100,16500
2133,5100,5700,14700,15300
2134,6900,9600,16500,19200
2135,8100,6900,17700,16500
2136,9000,6300,18600,15900
2137,8100,8700,17700,18300
2138,900,7500,10500,17100
2139,4800,900,14400,10500
2140,2400,8100,12000,17700
2141,4800,9300,14400,18900
2142,6900,1200,16500,10800
2143,900,4200,10500,13800
2144,3900,5100,13500,14700
2145,3600,8700,13200,18300
2146,5700,4800,15300,14400
2147,300,2400,9900,12000
2148,5400,6600,15000,16200
2149,8100,5700,17700,15300
2150,9300,1200,18900,10800
2151,8700,0,18300,9600
2152,1800,8700,11400,18300
2153,9000,6300,18600,15900
2154,7200,3900,16800,13500
2155,4500,0,14100,9600
2156,5700,300,15300,9900
2157,4200,6300,13800,15900
2158,7800,9600,17400,19200
2159,4800,9600,14400,19200
2160,1800,300,11400,9900
2161,3300,1800,12900,11400
2162,9000,7500,18600,17100
2163,7500,2100,17100,11700
2164,0,4800,9600,14400
2165,6300,8700,15900,18300
2166,3300,2700,12900,12300
2167,6000,3000,15600,12600
2168,6600,7800,16200,17400
2169,4200,1500,13800,11100
2170,3300,9000,12900,18600
2171,7800,2700,17400,12300
2172,7200,1500,16800,11100
2173,5400,2700,15000,12300
2174,4800,2100,14400,11700
2175,9300,7800,18900,17400
2176,3600,7800,13200,17400
2177,2400,2100,12000,11700
2178,300,3600,9900,13200
2179,6000,9000,15600,18600
2180,4200,1200,13800,10800
2181,8700,6900,18300,16500
2182,300,1500,9900,11100
2183,9300,6600,18900,16200
2184,6600,600,16200,10200
2185,6300,900,15900,10500
2186,2100,4200,11700,13800
2187,5700,6300,15300,15900
2188,8700,9300,18300,18900
2189,8700,4500,18300,14100
2190,3000,8700,12600,18300
2191,3300,5100,12900,14700
2192,5100,4500,14700,14100
2193,6600,1200,16200,10800
2194,8100,6900,17700,16500
2195,300,6600,9900,16200
2196,3600,6600,13200,16200
2197,4500,7200,14100,16800
2198,5700,600,15300,10200
2199,5700,6600,15300,16200
2200,1200,300,10800,9900
2201,7800,5100,17400,14700
2202,3900,7800,13500,17400
2203,3600,3300,13200,12900
2204,600,6900,10200,16500
2205,8700,900,18300,10500
2206,8400,9300,18000,18900
2207,2700,8100,12300,17700
2208,8400,8100,18000,17700
2209,900,3000,10500,12600
2210,6000,5700,15600,15300
2211,3600,600,13200,10200
2212,3300,4200,12900,13800
2213,7200,8400,16800,18000
2214,8700,9600,18300,19200
2215,8400,1500,18000,11100
2216,3900,6900,13500,16500
2217,2100,900,11700,10500
2218,4200,900,13800,10500
2219,6600,6000,16200,15600
2220,6000,900,15600,10500
2221,5400,7500,15000,17100
2222,3300,4200,12900,13800
2223,1200,5100,10800,14700
2224,9600,7200,19200,16800
2225,3900,9600,13500,19200
2226,8700,5700,18300,15300
2227,0,5400,9600,15000
2228,5100,8100,14700,17700
2229,6000,1800,15600,11400
2230,3900,0,13500,9600
2231,1500,9000,11100,18600
2232,300,3300,9900,12900
2233,8700,0,18300,9600
2234,4800,900,14400,10500
2235,3900,5700,13500,15300
2236,4200,3000,13800,12600
2237,0,6300,9600,15900
2238,4200,8100,13800,17700
2239,5700,0,15300,9600
2240,4500,900,14100,10500
2241,3300,3300,12900,12900
2242,9600,5100,19200,14700
2243,2100,3300,11700,12900
2244,3600,3900,13200,13500
2245,3300,3300,12900,12900
2246,5400,5100,15000,14700
2247,6300,3900,15900,13500
2248,3000,6600,12600,16200
2249,9000,600,18600,10200
2250,6900,1800,16500,11400
2251,6300,9300,15900,18900
2252,2100,9300,11700,18900
2253,4800,3900,14400,13500
2254,900,6600,10500,16200
2255,1800,7800,11400,17400
2256,9600,8400,19200,18000
2257,5400,600,15000,10200
2258,7500,8400,17100,18000
2259,2400,3300,12000,12900
2260,6600,1200,16200,10800
2261,7500,2100,17100,11700
2262,9600,900,19200,10500
2263,2400,1200,12000,10800
2264,5400,7800,15000,17400
2265,600,6900,10200,16500
2266,7200,8100,16800,17700
2267,6900,2100,16500,11700
2268,1500,3000,11100,12600
2269,3000,7800,12600,17400
2270,1500,600,11100,10200
2271,300,8100,9900,17700
2272,0,3900,9600,13500
2273,2400,6000,12000,15600
2274,5400,3000,15000,12600
2275,300,3000,9900,12600
2276,900,9000,10500,18600
2277,3900,4800,13500,14400
2278,6600,5400,16200,15000
2279,6600,6900,16200,16500
2280,900,2400,10500,12000
2281,8400,1500,18000,11100
2282,6300,6900,15900,16500
2283,5400,1800,15000,11400
2284,9000,9000,18600,18600
2285,1800,5400,11400,15000
2286,5100,3300,14700,12900
2287,4800,5100,14400,14700
2288,9000,6300,18600,15900
2289,1200,8400,10800,18000
2290,7800,8400,17400,18000
2291,8100,4200,17700,13800
2292,3900,6600,13500,16200
2293,2100,600,11700,10200
2294,7200,2100,16800,11700
2295,300,9000,9900,18600
2296,8700,8400,18300,18000
2297,7500,3000,17100,12600
2298,5100,9300,14700,18900
2299,2700,5700,12300,15300
2300,6300,6600,15900,16200
2301,5400,4800,15000,14400
2302,6900,5400,16500,15000
2303,8100,7500,17700,17100
2304,7800,9600,17400,19200
2305,1500,7500,11100,17100
2306,8400,2100,18000,11700
2307,5400,9300,15000,18900
2308,5400,2700,15000,12300
2309,3300,6000,12900,15600
2310,4200,6000,13800,15600
2311,3300,600,12900,10200
2312,6600,3900,16200,13500
2313,7500,7500,17100,17100
2314,7200,8700,16800,18300
2315,7800,900,17400,10500
2316,8100,4200,17700,13800
2317,2100,3300,11700,12900
2318,3900,9600,13500,19200
2319,7500,1800,17100,11400
2320,6600,5100,16200,14700
2321,2100,6900,11700,16500
2322,3900,3300,13500,12900
2323,4200,5100,13800,14700
2324,9300,3300,18900,12900
2325,3300,4500,12900,14100
2326,5400,7500,15000,17100
2327,9600,2100,19200,11700
2328,9000,9000,18600,18600
2329,300,5100,9900,14700
2330,6600,8700,16200,18300
2331,6900,6000,16500,15600
2332,600,8400,10200,18000
2333,7800,0,17400,9600
2334,5100,2400,14700,12000
2335,7800,1500,17400,11100
2336,1200,8100,10800,17700
2337,6600,5700,16200,15300
2338,6900,9300,16500,18900
2339,6600,6900,16200,16500
2340,4500,9300,14100,18900
2341,3900,4800,13500,14400
2342,4500,2400,14100,12000
2343,300,9300,9900,18900
2344,1800,9300,11400,18900
2345,4200,3600,13800,13200
2346,6300,6300,15900,15900
2347,3000,900,12600,10500
2348,300,5100,9900,14700
2349,3000,1800,12600,11400
2350,7800,300,17400,9900
2351,6600,4500,16200,14100
2352,1800,6300,11400,15900
2353,9600,3300,19200,12900
2354,6000,8400,15600,18000
2355,9600,2700,19200,12300
2356,3300,6300,12900,15900
2357,9600,300,19200,9900
2358,5700,4500,15300,14100
2359,5700,1500,15300,11100
2360,6900,1500,16500,11100
2361,8100,0,17700,9600
2362,6000,1200,15600,10800
2363,3900,2700,13500,12300
2364,9300,5400,18900,15000
2365,5100,7800,14700,17400
2366,2400,2700,12000,12300
2367,3600,3000,13200,12600
2368,5700,7800,15300,17400
2369,6600,9300,16200,18900
2370,8700,2400,18300,12000
2371,0,9600,9600,19200
2372,5700,1800,15300,11400
2373,0,3600,9600,13200
2374,3600,7500,13200,17100
2375,8400,7200,18000,16800
2376,300,6600,9900,16200
2377,3600,4200,13200,13800
2378,5100,8700,14700,18300
2379,9000,4800,18600,14400
2380,3600,600,13200,10200
2381,1800,7800,11400,17400
2382,4800,7500,14400,17100
2383,0,1200,9600,10800
2384,6000,1800,15600,11400
2385,2400,7800,12000,17400
2386,5700,3300,15300,12900
2387,6600,6000,16200,15600
2388,3900,1200,13500,10800
2389,1800,2400,11400,12000
2390,6600,6600,16200,16200
2391,6000,300,15600,9900
2392,6300,4500,15900,14100
2393,0,8100,9600,17700
2394,8400,3000,18000,12600
2395,3900,6600,13500,16200
2396,6300,4200,15900,13800
2397,6000,5700,15600,15300
2398,2100,5700,11700,15300
2399,8400,8700,18000,18300
2400,3300,6000,12900,15600
2401,5700,6000,15300,15600
2402,4500,8700,14100,18300
2403,600,2700,10200,12300
2404,8400,7500,18000,17100
2405,3900,6600,13500,16200
2406,9600,3000,19200,12600
2407,1200,300,10800,9900
2408,4500,3000,14100,12600
2409,1500,7500,11100,17100
2410,4200,0,13800,9600
2411,5400,4500,15000,14100
2412,3900,6300,13500,15900
2413,600,300,10200,9900
2414,4200,1800,13800,11400
2415,9300,2100,18900,11700
2416,900,7500,10500,17100
2417,6300,7800,15900,17400
2418,5700,2400,15300,12000
2419,8100,5400,17700,15000
2420,6600,8400,16200,18000
2421,7800,4200,17400,13800
2422,4200,1200,13800,10800
2423,300,0,9900,9600
2424,600,7200,10200,16800
2425,4500,3000,14100,12600
2426,1500,8400,11100,18000
2427,6900,300,16500,9900
2428,300,7200,9900,16800
2429,4800,1800,14400,11400
2430,1500,4500,11100,14100
2431,9000,2100,18600,11700
2432,300,5700,9900,15300
2433,9600,4500,19200,14100
2434,9600,3600,19200,13200
2435,1500,4800,11100,14400
2436,3900,8100,13500,17700
2437,7800,5100,17400,14700
2438,1800,1200,11400,10800
2439,3600,4500,13200,14100
2440,8100,600,17700,10200
2441,3300,4800,12900,14400
2442,300,5700,9900,15300
2443,8700,7500,18300,17100
2444,3600,2100,13200,11700
2445,600,0,10200,9600
2446,4800,900,14400,10500
2447,9300,4200,18900,13800
2448,3900,7500,13500,17100
2449,2100,2400,11700,12000
2450,3300,7500,12900,17100
2451,5100,900,14700,10500
2452,5100,2700,14700,12300
2453,3000,3300,12600,12900
2454,6000,2100,15600,11700
2455,3900,8400,13500,18000
2456,7800,4200,17400,13800
2457,4500,9000,14100,18600
2458,3300,9000,12900,18600
2459,8400,3600,18000,13200
2460,5700,0,15300,9600
2461,0,1500,9600,11100
2462,3900,2400,13500,12000
2463,8100,7800,17700,17400
2464,5700,6000,15300,15600
2465,1800,300,11400,9900
2466,2400,2100,12000,11700
2467,5400,9300,15000,18900
2468,7500,300,17100,9900
2469,7500,2100,17100,11700
2470,6600,900,16200,10500
2471,3300,8700,12900,18300
2472,8400,5100,18000,14700
2473,9000,1200,18600,10800
2474,7200,4800,16800,14400
2475,0,8700,9600,18300
2476,8700,2400,18300,12000
2477,5400,1800,15000,11400
2478,3900,5400,13500,15000
2479,6000,3000,15600,12600
2480,6600,300,16200,9900
2481,6900,7200,16500,16800
2482,1200,6900,10800,16500
2483,3900,3900,13500,13500
2484,6000,7800,15600,17400
2485,4800,7800,14400,17400
2486,6900,3900,16500,13500
2487,4800,4500,14400,14100
2488,8700,3600,18300,13200
2489,9600,4500,19200,14100
2490,7500,0,17100,9600
2491,1500,0,11100,9600
2492,2100,5700,11700,15300
2493,2400,9000,12000,18600
2494,6000,5700,15600,15300
2495,9000,4500,18600,14100
2496,8700,5400,18300,15000
2497,7200,900,16800,10500
2498,2700,9000,12300,18600
2499,4500,6900,14100,16500
2500,1200,4500,10800,14100
2501,4200,3600,13800,13200
2502,6900,4800,16500,14400
2503,900,7800,10500,17400
2504,3300,8100,12900,17700
2505,3000,3000,12600,12600
2506,4500,7200,14100,16800
2507,9600,300,19200,9900
2508,5100,4800,14700,14400
2509,7200,6300,16800,15900
2510,4500,7200,14100,16800
2511,8100,5100,17700,14700
2512,6600,1200,16200,10800
2513,6000,3900,15600,13500
2514,3600,5400,13200,15000
2515,7200,5700,16800,15300
2516,600,9000,10200,18600
2517,4200,6900,13800,16500
2518,7200,4500,16800,14100
2519,6600,7200,16200,16800
2520,3300,3300,12900,12900
2521,4800,8700,14400,18300
2522,7200,6300,16800,15900
2523,2400,6900,12000,16500
2524,6000,300,15600,9900
2525,6900,300,16500,9900
2526,8100,4500,17700,14100
2527,2700,3600,12300,13200
2528,6600,3600,16200,13200
2529,9000,8100,18600,17700
2530,5100,6600,14700,16200
2531,1800,7800,11400,17400
2532,1800,6300,11400,15900
2533,2700,5400,12300,15000
2534,8400,6300,18000,15900
2535,9300,1200,18900,10800
2536,7800,3000,17400,12600
2537,600,1200,10200,10800
2538,1200,600,10800,10200
2539,4800,900,14400,10500
2540,7200,8400,16800,18000
2541,600,9000,10200,18600
2542,9300,8400,18900,18000
2543,9300,6300,18900,15900
2544,600,1200,10200,10800
2545,600,3000,10200,12600
2546,7800,900,17400,10500
2547,5100,3000,14700,12600
2548,0,3600,9600,13200
2549,2400,9600,12000,19200
2550,6300,7500,15900,17100
2551,2400,6900,12000,16500
2552,9000,7200,18600,16800
2553,5700,5400,15300,15000
2554,4500,7800,14100,17400
2555,7200,1200,16800,10800
2556,6300,8400,15900,18000
2557,1800,7800,11400,17400
2558,3000,5700,12600,15300
2559,1200,2400,10800,12000
2560,5700,9600,15300,19200
2561,5100,7200,14700,16800
2562,9300,3000,18900,12600
2563,900,600,10500,10200
2564,6600,3300,16200,12900
2565,4500,3600,14100,13200
2566,1800,7200,11400,16800
2567,2100,9600,11700,19200
2568,3900,900,13500,10500
2569,4200,0,13800,9600
2570,7200,5100,16800,14700
2571,1800,3600,11400,13200
2572,1500,1500,11100,11100
2573,6000,300,15600,9900
2574,5100,6300,14700,15900
2575,6900,3900,16500,13500
2576,9000,8400,18600,18000
2577,8400,5100,18000,14700
2578,1500,5700,11100,15300
2579,7500,3900,17100,13500
2580,3900,9300,13500,18900
2581,8700,2400,18300,12000
2582,0,1200,9600,10800
2583,3300,2400,12900,12000
2584,1500,6600,11100,16200
2585,0,3900,9600,13500
2586,7200,4800,16800,14400
2587,9600,300,19200,9900
2588,3600,9000,13200,18600
2589,4200,5700,13800,15300
2590,300,1800,9900,11400
2591,5700,2700,15300,12300
2592,3900,9600,13500,19200
2593,6000,5700,15600,15300
2594,5100,4800,14700,14400
2595,0,5400,9600,15000
2596,3900,4200,13500,13800
2597,6600,9300,16200,18900
2598,6600,6600,16200,16200
2599,1500,1500,11100,11100
2600,3600,300,13200,9900
2601,4500,3300,14100,12900
2602,6000,1800,15600,11400
2603,7800,900,17400,10500
2604,5100,8100,14700,17700
2605,4800,8700,14400,18300
2606,9600,4500,19200,14100
2607,1200,6000,10800,15600
2608,5700,3900,15300,13500
2609,6000,5700,15600,15300
2610,2100,6000,11700,15600
2611,6600,4500,16200,14100
2612,6900,0,16500,9600
2613,8700,8100,18300,17700
2614,3900,3000,13500,12600
2615,9600,9300,19200,18900
2616,6600,300,16200,9900
2617,300,8400,9900,18000
2618,7800,2400,17400,12000
2619,5400,8400,15000,18000
2620,6600,7200,16200,16800
2621,9600,300,19200,9900
2622,6600,3300,16200,12900
2623,2700,0,12300,9600
2624,7800,2400,17400,12000
2625,2100,3900,11700,13500
2626,1200,6600,10800,16200
2627,5100,3000,14700,12600
2628,6000,3900,15600,13500
2629,5400,3600,15000,13200
2630,7800,6000,17400,15600
2631,7200,6900,16800,16500
2632,5700,5700,15300,15300
2633,7500,1200,17100,10800
2634,3300,5400,12900,15000
2635,8400,9000,18000,18600
2636,4800,9300,14400,18900
2637,4200,900,13800,10500
2638,8400,9000,18000,18600
2639,0,4200,9600,13800
2640,2100,7200,11700,16800
2641,3600,2700,13200,12300
2642,1200,9000,10800,18600
2643,8400,4500,18000,14100
2644,5700,2700,15300,12300
2645,7800,9300,17400,18900
2646,8400,9600,18000,19200
2647,7800,8700,17400,18300
2648,1800,7800,11400,17400
2649,1200,4500,10800,14100
2650,1500,2700,11100,12300
2651,1200,5700,10800,15300
2652,6000,7200,15600,16800
2653,4500,2100,14100,11700
2654,6000,2100,15600,11700
2655,6900,7200,16500,16800
2656,6000,600,15600,10200
2657,5100,3000,14700,12600
2658,5700,7500,15300,17100
2659,5100,7500,14700,17100
2660,8100,3600,17700,13200
2661,8100,6000,17700,15600
2662,3300,4800,12900,14400
2663,6000,2400,15600,12000
2664,5100,1500,14700,11100
2665,300,6600,9900,16200
2666,3600,1500,13200,11100
2667,8700,9600,18300,19200
2668,2100,6300,11700,15900
2669,9000,6600,18600,16200
2670,600,6900,10200,16500
2671,3600,9000,13200,18600
2672,2700,4800,12300,14400
2673,5100,5700,14700,15300
2674,900,8700,10500,18300
2675,6300,2700,15900,12300
2676,6900,3000,16500,12600
2677,1500,1500,11100,11100
2678,0,7500,9600,17100
2679,600,3000,10200,12600
2680,5100,8400,14700,18000
2681,3000,7800,12600,17400
2682,7500,2400,17100,12000
2683,1500,9600,11100,19200
2684,4500,3300,14100,12900
2685,6000,6900,15600,16500
2686,3000,2400,12600,12000
2687,4200,6900,13800,16500
2688,5100,4500,14700,14100
2689,1500,2700,11100,12300
2690,5100,1500,14700,11100
2691,4500,6600,14100,16200
2692,3600,2400,13200,12000
2693,3900,9300,13500,18900
2694,3000,7200,12600,16800
2695,6600,5400,16200,15000
2696,2700,5100,12300,14700
2697,4800,2700,14400,12300
2698,8700,5100,18300,14700
2699,7500,5700,17100,15300
2700,6300,600,15900,10200
2701,2700,6300,12300,15900
2702,2400,4800,12000,14400
2703,5100,900,14700,10500
2704,8400,6000,18000,15600
2705,2700,7500,12300,17100
2706,3600,3300,13200,12900
2707,5400,900,15000,10500
2708,2400,2400,12000,12000
2709,4800,3300,14400,12900
2710,4500,6600,14100,16200
2711,5700,3900,15300,13500
2712,2100,3900,11700,13500
2713,5100,1800,14700,11400
2714,8100,7800,17700,17400
2715,900,5400,10500,15000
2716,3300,900,12900,10500
2717,5700,600,15300,10200
2718,2700,3600,12300,13200
2719,7200,300,16800,9900
2720,5700,6300,15300,15900
2721,2400,3000,12000,12600
2722,600,7500,10200,17100
2723,1800,6300,11400,15900
2724,1800,3600,11400,13200
2725,1500,6900,11100,16500
2726,8400,8700,18000,18300
2727,7800,7200,17400,16800
2728,5400,8400,15000,18000
2729,900,4200,10500,13800
2730,3300,4800,12900,14400
2731,8700,5700,18300,15300
2732,2100,8100,11700,17700
2733,4200,9300,13800,18900
2734,9000,7200,18600,16800
2735,2400,6900,12000,16500
2736,3600,8400,13200,18000
2737,6300,7500,15900,17100
2738,2100,3300,11700,12900
2739,8400,3900,18000,13500
2740,4200,1500,13800,11100
2741,3000,7500,12600,17100
2742,5100,4800,14700,14400
2743,600,5700,10200,15300
2744,8100,8700,17700,18300
2745,5100,6300,14700,15900
2746,0,900,9600,10500
2747,5100,9000,14700,18600
2748,3600,3900,13200,13500
2749,300,7200,9900,16800
2750,7800,4500,17400,14100
2751,7800,9300,17400,18900
2752,5400,5100,15000,14700
2753,3600,900,13200,10500
2754,3300,1200,12900,10800
2755,900,3000,10500,12600
2756,7800,3300,17400,12900
2757,6300,1500,15900,11100
2758,2100,4800,11700,14400
2759,7200,3600,16800,13200
2760,900,3600,10500,13200
2761,600,3300,10200,12900
2762,900,5700,10500,15300
2763,4800,3600,14400,13200
2764,5700,4500,15300,14100
2765,3300,1200,12900,10800
2766,5400,9600,15000,19200
2767,8100,900,17700,10500
2768,300,4500,9900,14100
2769,2700,8700,12300,18300
2770,3900,8100,13500,17700
2771,5100,3600,14700,13200
2772,3300,5700,12900,15300
2773,3600,8100,13200,17700
2774,3000,8100,12600,17700
2775,1500,2100,11100,11700
2776,9600,9000,19200,18600
2777,2100,0,11700,9600
2778,6600,1200,16200,10800
2779,0,3300,9600,12900
2780,2700,8100,12300,17700
2781,1500,3600,11100,13200
2782,1200,3300,10800,12900
2783,8400,2100,18000,11700
2784,3000,9300,12600,18900
2785,8700,6000,18300,15600
2786,3900,4500,13500,14100
2787,0,6900,9600,16500
2788,5100,7200,14700,16800
2789,6300,1500,15900,11100
2790,7800,2100,17400,11700
2791,9300,7200,18900,16800
2792,7200,3900,16800,13500
2793,2100,4500,11700,14100
2794,9300,600,18900,10200
2795,4800,5400,14400,15000
2796,2400,1200,12000,10800
2797,8100,3300,17700,12900
2798,9300,4200,18900,13800
2799,900,4800,10500,14400
2800,3600,3000,13200,12600
2801,300,3900,9900,13500
2802,6000,3000,15600,12600
2803,0,5100,9600,14700
2804,3900,8400,13500,18000
2805,5400,5400,15000,15000
2806,5400,6900,15000,16500
2807,5100,6300,14700,15900
2808,1500,2400,11100,12000
2809,3600,900,13200,10500
2810,7800,2400,17400,12000
2811,5700,7500,15300,17100
2812,1500,6000,11100,15600
2813,7800,9600,17400,19200
2814,600,1800,10200,11400
2815,2400,600,12000,10200
2816,2100,9600,11700,19200
2817,8400,8700,18000,18300
2818,4500,3300,14100,12900
2819,7800,4200,17400,13800
2820,4800,7800,14400,17400
2821,5100,9000,14700,18600
2822,0,9600,9600,19200
2823,6600,7200,16200,16800
2824,3900,8700,13500,18300
2825,5400,1800,15000,11400
2826,9000,5400,18600,15000
2827,6300,9000,15900,18600
2828,4800,8400,14400,18000
2829,2700,4200,12300,13800
2830,8700,8400,18300,18000
2831,900,6600,10500,16200
2832,1500,9300,11100,18900
2833,5100,8400,14700,18000
2834,900,4800,10500,14400
2835,1800,8400,11400,18000
2836,8100,7200,17700,16800
2837,4200,8700,13800,18300
2838,600,5700,10200,15300
2839,2400,3600,12000,13200
2840,1500,6900,11100,16500
2841,6900,5700,16500,15300
2842,7500,6300,17100,15900
2843,5700,3600,15300,13200
2844,9600,8100,19200,17700
2845,5100,2400,14700,12000
2846,1200,900,10800,10500
2847,7500,8100,17100,17700
2848,5100,4500,14700,14100
2849,1200,4500,10800,14100
2850,6900,600,16500,10200
2851,900,1200,10500,10800
2852,9600,9000,19200,18600
2853,1800,300,11400,9900
2854,2400,3900,12000,13500
2855,9000,2400,18600,12000
2856,9300,6600,18900,16200
2857,3000,8100,12600,17700
2858,3300,4500,12900,14100
2859,2400,600,12000,10200
2860,900,6900,10500,16500
2861,8100,7500,17700,17100
2862,3600,4500,13200,14100
2863,4500,4200,14100,13800
2864,8700,0,18300,9600
2865,3900,6900,13500,16500
2866,1200,1800,10800,11400
2867,300,900,9900,10500
2868,5700,6300,15300,15900
2869,3000,9000,12600,18600
2870,2100,6000,11700,15600
2871,8700,3300,18300,12900
2872,4500,9000,14100,18600
2873,6900,9600,16500,19200
2874,6600,600,16200,10200
2875,3600,9600,13200,19200
2876,8400,4500,18000,14100
2877,6600,4800,16200,14400
2878,3900,4800,13500,14400
2879,5100,7500,14700,17100
2880,5100,0,14700,9600
2881,6300,2100,15900,11700
2882,5400,300,15000,9900
2883,9000,3900,18600,13500
2884,9600,7200,19200,16800
2885,3300,5400,12900,15000
2886,5700,8100,15300,17700
2887,6300,1200,15900,10800
2888,3900,6900,13500,16500
2889,6300,7200,15900,16800
2890,1200,2100,10800,11700
2891,3900,5100,13500,14700
2892,3300,3300,12900,12900
2893,3600,1800,13200,11400
2894,6600,6900,16200,16500
2895,3600,6600,13200,16200
2896,5700,1200,15300,10800
2897,6600,900,16200,10500
2898,8700,6300,18300,15900
2899,2400,8400,12000,18000
2900,1800,3900,11400,13500
2901,3300,3300,12900,12900
2902,9600,8400,19200,18000
2903,4500,6300,14100,15900
2904,1200,5100,10800,14700
2905,2100,0,11700,9600
2906,1500,2400,11100,12000
